Id,Lot Frontage,Lot Area,Land Contour,Bldg Type,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Exterior 1st,Exterior 2nd,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,Bsmt Unf SF,Heating QC,Central Air,Electrical,Bedroom AbvGr,Kitchen Qual,Functional,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Qual,Paved Drive,Wood Deck SF,Open Porch SF,Screen Porch,Fence,Sale Type,SalePrice,Log Price,Inside SF,Bathroom,Total room,Neighborhood Group,Finish,Stories,PUD,Zone Group
2745,77.0,8335,3,1Fam,5,5,1954,1954.0,Wd Sdng,Wd Sdng,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,4,1,SBrkr,3,3,2,4,NA,0,0.0,0,0,0,36,0,NA,WD ,93000,11.440354772135393,1124.0,1.0,6.0,C,0,1Story,0,RL
1094,71.0,8220,3,1Fam,7,5,2000,2001.0,VinylSd,VinylSd,647.0,4,3,PConc,4,3,3,6,544.0,1,438.0,5,1,SBrkr,3,3,0,3,Attchd,2,2.0,3,2,108,0,0,NA,WD ,226750,12.331603367977383,2874.0,2.5,10.5,B,1,2Story,0,RL
651,107.0,10615,2,2fmCon,3,5,1900,1970.0,HdBoard,HdBoard,0.0,3,3,CBlock,2,3,2,4,440.0,1,538.0,3,1,SBrkr,3,3,0,0,CarPort,1,2.0,2,2,0,74,0,NA,WD ,95000,11.461632170582678,2677.0,3.0,10.0,C,1,2Story,0,RL
198,50.0,6000,3,1Fam,6,7,1948,1948.0,Wd Sdng,Wd Sdng,0.0,3,3,CBlock,3,3,1,3,300.0,1,480.0,3,1,SBrkr,3,3,0,0,Detchd,1,1.0,3,1,221,0,0,NA,WD ,139900,11.848683160653573,2196.0,1.5,7.5,C,1,1.5Story,0,RH
131,55.0,5350,3,1Fam,3,2,1940,1966.0,Wd Sdng,Plywood,0.0,3,1,CBlock,3,3,1,1,0.0,1,728.0,5,1,SBrkr,3,2,3,0,NA,0,0.0,0,2,263,0,0,GdWo,WD ,76500,11.245046019814627,2034.0,1.0,7.0,C,1,1Story,0,RL
1258,60.0,5400,3,1Fam,4,7,1940,2005.0,VinylSd,VinylSd,0.0,4,3,PConc,3,3,1,1,0.0,1,672.0,4,1,SBrkr,2,3,0,0,Detchd,1,1.0,3,0,88,108,0,NA,WD ,86900,11.372513311253483,1344.0,1.0,5.0,C,1,1Story,0,RL
1599,83.24555160142349,17979,3,1Fam,5,6,1968,1968.0,Plywood,Plywood,0.0,3,4,CBlock,3,3,1,5,785.0,1,328.0,5,1,SBrkr,3,4,0,0,Attchd,1,1.0,3,2,81,0,0,GdWo,WD ,152500,11.934919875029603,2273.0,2.0,8.0,C,1,1Story,0,RL
1508,68.0,9520,2,1Fam,4,5,1953,1953.0,MetalSd,MetalSd,115.0,3,3,CBlock,4,3,1,3,767.0,1,144.0,3,1,SBrkr,2,3,0,0,Attchd,2,1.0,3,2,134,0,0,MnPrv,WD ,99000,11.502875129116727,1841.0,1.0,6.0,C,1,1Story,0,RL
615,50.0,5330,1,1Fam,4,7,1940,1940.0,VinylSd,VinylSd,0.0,2,3,CBlock,3,3,1,2,280.0,1,140.0,4,1,SBrkr,2,2,0,0,NA,0,0.0,0,2,164,0,0,NA,WD ,82500,11.320553572322773,1128.0,1.0,6.0,C,1,1Story,0,RL
1815,50.0,8012,3,TwnhsE,6,5,1992,1992.0,Plywood,ImStucc,0.0,4,3,PConc,4,3,1,6,430.0,1,1145.0,4,1,SBrkr,2,4,0,0,Attchd,2,2.0,3,2,0,0,0,NA,WD ,179200,12.096257779522967,3150.0,3.0,8.0,B,1,1Story,1,RL
2712,75.0,9000,3,1Fam,5,6,1966,1966.0,Plywood,Plywood,0.0,3,3,CBlock,3,3,1,5,773.0,1,286.0,4,1,SBrkr,3,3,0,0,Attchd,3,1.0,3,2,0,88,0,GdWo,WD ,142500,11.867097278690842,2118.0,2.0,8.0,C,1,1Story,0,RL
2051,62.0,14299,3,1Fam,4,3,1964,1964.0,HdBoard,HdBoard,0.0,3,3,CBlock,3,3,1,3,513.0,2,348.0,3,1,SBrkr,3,3,0,0,Detchd,1,2.0,3,0,0,0,0,MnPrv,WD ,115400,11.656159633056136,2010.0,2.0,7.0,C,1,1Story,0,RL
1863,66.95277989337396,7050,3,1Fam,7,5,2001,2001.0,VinylSd,VinylSd,0.0,4,3,PConc,4,3,1,6,738.0,1,319.0,5,1,SBrkr,3,4,0,3,Attchd,3,2.0,3,2,0,235,0,NA,WD ,226000,12.328290278254423,2986.0,3.5,10.5,B,1,2Story,0,FV
2510,30.0,3180,3,TwnhsE,7,5,2005,2005.0,MetalSd,MetalSd,0.0,4,3,PConc,4,3,1,1,0.0,1,600.0,5,1,SBrkr,2,4,0,0,Detchd,2,2.0,3,2,0,166,0,NA,WD ,144152,11.87862357740665,1720.0,2.5,6.5,B,1,2Story,1,FV
1069,112.0,16451,3,1Fam,8,5,2003,2003.0,VinylSd,VinylSd,221.0,4,3,PConc,5,3,4,1,0.0,1,1765.0,5,1,SBrkr,4,4,0,4,BuiltIn,3,3.0,3,2,268,58,0,NA,WD ,370000,12.821258284620408,4455.0,2.5,11.5,A,1,2Story,0,RL
336,76.0,12887,3,1Fam,5,7,1984,1984.0,VinylSd,VinylSd,0.0,3,3,CBlock,4,3,2,3,207.0,6,36.0,3,1,SBrkr,2,4,0,0,Attchd,1,2.0,3,2,431,0,0,MnPrv,WD ,149900,11.917723684090689,1666.0,2.0,7.0,C,1,1Story,0,RL
2417,105.0,15578,3,1Fam,6,5,2006,2006.0,VinylSd,VinylSd,0.0,4,3,PConc,4,3,1,1,0.0,1,728.0,4,1,SBrkr,3,3,0,0,Attchd,2,2.0,3,2,0,0,0,NA,New,172785,12.059803326028716,2184.0,2.5,10.5,B,1,2Story,0,RL
1962,60.0,7200,3,1Fam,5,8,1950,2002.0,VinylSd,VinylSd,0.0,3,3,CBlock,3,3,1,5,398.0,4,317.0,4,1,SBrkr,3,4,0,0,Detchd,2,2.0,3,2,194,0,0,NA,WD ,129000,11.76756768334381,1728.0,2.0,7.0,C,1,1Story,0,RL
372,48.0,17043,3,1Fam,6,5,1979,1998.0,HdBoard,HdBoard,0.0,3,4,CBlock,4,2,1,1,0.0,1,1362.0,3,1,SBrkr,3,3,0,3,Attchd,1,2.0,3,2,192,0,0,NA,WD ,181000,12.106252310247962,2948.0,2.0,9.0,B,1,1Story,0,RL
2578,125.0,10000,3,1Fam,5,6,1956,1956.0,Wd Sdng,Wd Sdng,272.0,3,3,CBlock,3,3,3,4,678.0,3,99.0,5,1,SBrkr,3,3,0,3,Basment,2,1.0,3,2,191,0,120,MnPrv,WD ,148000,11.904967552746252,2428.0,2.0,8.0,C,1,Split,0,RL
2824,75.0,8050,3,1Fam,6,5,2002,2002.0,VinylSd,VinylSd,0.0,3,3,PConc,4,3,3,6,475.0,5,142.0,5,1,SBrkr,2,4,0,0,NA,0,0.0,0,0,32,0,0,NA,WD ,117250,11.672063686308526,1828.0,2.0,6.0,C,1,1Story,0,RL
471,43.0,3182,3,TwnhsE,7,5,2005,2006.0,VinylSd,VinylSd,16.0,4,3,PConc,4,3,3,6,16.0,1,1357.0,5,1,SBrkr,2,4,0,3,Attchd,3,2.0,3,2,143,20,0,NA,WD ,192500,12.167851432709975,2928.0,2.0,9.0,B,1,1Story,1,RL
1544,24.0,1950,3,Twnhs,6,6,1980,1980.0,MetalSd,MetalSd,0.0,3,4,CBlock,4,3,1,2,81.0,6,23.0,3,1,SBrkr,3,3,0,3,Attchd,3,2.0,3,2,161,0,0,GdPrv,COD,151000,11.925035115797062,2272.0,3.5,9.5,C,1,2Story,1,RH
2141,70.0,7700,3,1Fam,5,5,1972,1972.0,VinylSd,VinylSd,0.0,3,3,CBlock,3,3,1,2,138.0,3,276.0,3,1,SBrkr,3,3,0,0,Detchd,1,2.0,3,2,96,0,0,MnPrv,WD ,112500,11.630708500626612,1764.0,2.0,7.0,B,1,1Story,0,RL
2008,98.0,8731,3,1Fam,5,5,1920,1972.0,Stucco,Stucco,0.0,3,2,BrkTil,3,3,1,4,645.0,1,270.0,3,1,SBrkr,3,3,4,4,Detchd,1,2.0,3,2,0,0,126,NA,WD ,144000,11.877568578558138,2082.0,1.0,7.0,C,1,1Story,0,RL
1075,89.0,8232,3,TwnhsE,9,5,2007,2008.0,MetalSd,MetalSd,714.0,5,3,PConc,5,3,1,6,1204.0,1,596.0,5,1,SBrkr,2,5,0,4,Attchd,2,3.0,3,2,210,0,0,NA,New,370967,12.823868388846332,3600.0,3.0,9.0,A,1,1Story,1,RL
34,24.0,2280,3,Twnhs,6,6,1975,1975.0,Plywood,Brk Cmn,0.0,3,3,CBlock,3,3,1,5,514.0,1,341.0,3,1,SBrkr,3,4,0,3,Attchd,1,2.0,3,2,173,0,0,NA,WD ,149900,11.917723684090689,2311.0,2.5,8.5,C,1,2Story,1,RL
847,68.0,8935,3,1Fam,7,5,2002,2002.0,VinylSd,VinylSd,95.0,4,3,PConc,4,3,1,1,0.0,1,831.0,5,1,SBrkr,3,4,0,0,Attchd,2,2.0,3,2,144,68,0,NA,WD ,195000,12.180754837545884,2491.0,2.5,9.5,B,1,2Story,0,RL
1629,66.95277989337396,9125,3,1Fam,7,5,1992,1992.0,HdBoard,HdBoard,170.0,3,3,PConc,4,3,1,1,0.0,1,384.0,4,1,SBrkr,3,4,0,3,Attchd,3,2.0,3,2,100,25,0,NA,WD ,163900,12.00701176473192,1866.0,2.5,9.5,B,1,Split,0,RL
2073,83.24555160142349,11075,3,1Fam,6,5,1984,1984.0,Wd Sdng,Wd Sdng,136.0,3,3,PConc,4,3,1,4,299.0,2,0.0,5,1,SBrkr,3,3,0,3,Attchd,3,2.0,3,2,0,77,168,GdPrv,WD ,182000,12.111761966058932,2712.0,2.0,9.0,B,0,1Story,0,RL
960,113.0,13438,1,1Fam,9,5,2008,2008.0,CemntBd,CmentBd,246.0,5,3,CBlock,5,3,4,6,1758.0,1,432.0,5,1,SBrkr,3,5,0,5,Attchd,3,3.0,3,2,90,154,0,NA,WD ,410000,12.92391243868049,4226.0,3.0,12.0,B,1,1Story,0,RL
955,82.0,11070,3,1Fam,5,5,1991,1991.0,HdBoard,HdBoard,0.0,3,3,PConc,4,3,1,4,55.0,1,1527.0,3,1,SBrkr,2,3,0,0,Detchd,1,2.0,3,2,0,0,0,NA,COD,152000,11.931635799828413,3177.0,3.0,8.0,C,1,1Story,0,RL
2476,65.0,7800,3,1Fam,7,5,2005,2005.0,VinylSd,VinylSd,172.0,4,3,PConc,4,3,1,1,0.0,1,891.0,5,1,SBrkr,3,4,0,0,Attchd,3,2.0,3,2,144,101,0,NA,WD ,184000,12.122691036591123,2577.0,2.5,10.5,B,1,2Story,0,RL
1590,78.0,7060,3,Duplex,7,5,1997,1998.0,VinylSd,VinylSd,200.0,3,4,PConc,4,4,4,6,1309.0,1,35.0,5,1,SBrkr,2,3,0,0,Attchd,3,4.0,3,2,0,0,0,NA,WD ,206300,12.237086699059343,2688.0,4.0,12.0,C,1,Split,0,RH
2913,83.24555160142349,11836,3,Duplex,5,5,1970,1970.0,Plywood,Plywood,0.0,3,3,CBlock,3,3,1,4,149.0,1,1503.0,3,1,SBrkr,4,3,0,0,2Types,1,3.0,3,2,0,0,0,NA,WD ,146500,11.894780707439258,3304.0,2.0,10.0,C,1,1Story,0,RL
149,60.0,8382,3,1Fam,4,5,1956,1956.0,MetalSd,MetalSd,0.0,3,3,CBlock,3,3,1,1,0.0,1,832.0,3,1,FuseA,3,3,0,0,Attchd,1,1.0,3,2,0,0,0,NA,WD ,108000,11.589886506106357,2169.0,1.0,6.0,C,1,1.5Story,0,RL
2525,102.0,10192,3,1Fam,7,6,1968,1992.0,MetalSd,MetalSd,143.0,3,3,CBlock,3,3,1,1,0.0,1,570.0,4,1,SBrkr,4,4,0,3,Attchd,2,2.0,3,2,0,98,0,GdPrv,WD ,170000,12.043553716032399,2490.0,3.0,11.0,B,1,Split,0,RL
1470,66.95277989337396,4426,3,TwnhsE,6,5,2004,2004.0,VinylSd,VinylSd,205.0,4,3,PConc,4,3,2,6,662.0,1,186.0,5,1,SBrkr,1,4,0,0,Attchd,2,2.0,3,2,140,0,0,NA,WD ,145000,11.884489021402711,1696.0,2.0,5.0,B,1,1Story,1,RH
412,24.0,2280,3,Twnhs,7,5,1975,1975.0,Plywood,Brk Cmn,0.0,3,3,CBlock,4,3,1,5,435.0,2,0.0,3,1,SBrkr,2,3,0,2,Attchd,2,2.0,3,2,0,27,0,NA,WD ,123000,11.719939634354555,2112.0,2.5,6.5,C,0,1Story,1,RL
1399,66.95277989337396,2887,1,1Fam,6,5,1996,1997.0,Wd Sdng,Wd Sdng,0.0,3,3,PConc,4,3,2,6,1003.0,1,288.0,5,1,SBrkr,2,4,0,4,Attchd,1,2.0,3,2,307,0,0,NA,WD ,173000,12.061046873479915,2582.0,2.0,8.0,B,1,1Story,1,RL
183,60.0,8520,3,1Fam,6,8,1928,2003.0,VinylSd,VinylSd,0.0,3,4,BrkTil,3,3,1,1,0.0,1,624.0,4,1,SBrkr,2,3,0,0,Detchd,1,2.0,3,2,106,0,0,NA,WD ,105900,11.570250531589497,1344.0,1.0,6.0,C,1,1Story,0,RH
974,21.0,1596,3,Twnhs,4,5,1973,1973.0,CemntBd,CmentBd,0.0,3,3,CBlock,4,3,4,6,462.0,1,0.0,3,1,SBrkr,2,3,0,0,BuiltIn,1,1.0,3,2,120,101,0,GdWo,WD ,91000,11.418614785498987,1450.0,2.0,7.0,D,0,Split,1,RH
930,78.0,15600,2,1Fam,5,7,1949,2005.0,BrkComm,Brk Cmn,0.0,3,3,BrkTil,3,3,1,4,312.0,3,248.0,2,0,SBrkr,3,2,5,3,Attchd,1,1.0,3,2,0,0,0,NA,WD ,158000,11.970350312009105,2590.0,3.0,10.0,B,1,1.5Story,0,RL
881,65.0,9313,3,1Fam,7,5,2004,2004.0,VinylSd,VinylSd,0.0,4,3,PConc,4,3,1,1,0.0,1,864.0,5,1,SBrkr,3,4,0,0,Attchd,2,2.0,3,2,187,56,0,NA,WD ,190000,12.154779351142624,2592.0,2.5,9.5,B,1,2Story,0,RL
1180,22.0,11064,3,TwnhsE,8,5,1995,1995.0,BrkFace,BrkFace,0.0,4,3,PConc,4,3,4,2,560.0,6,0.0,5,1,SBrkr,1,4,0,2,Attchd,3,2.0,3,2,172,24,0,NA,WD ,217500,12.289954129510877,2469.0,2.5,6.5,B,0,1Story,1,RL
1553,75.0,9000,3,1Fam,5,5,1958,1958.0,WdShing,Wd Shng,162.0,3,3,CBlock,3,3,1,5,330.0,1,821.0,4,1,FuseA,4,3,0,0,Attchd,3,1.0,3,2,0,0,0,NA,WD ,165500,12.016726473799254,3106.0,2.0,9.0,D,1,1.5Story,0,RH
928,75.0,12000,2,1Fam,7,7,1941,1941.0,MetalSd,MetalSd,0.0,3,3,CBlock,3,3,1,3,275.0,1,429.0,5,1,SBrkr,3,2,0,4,Attchd,1,1.0,3,2,0,0,0,NA,WD ,174500,12.069680020624618,2268.0,1.5,8.5,B,1,2Story,0,RL
1512,62.0,7692,2,1Fam,4,6,1954,1954.0,Wd Sdng,Wd Sdng,0.0,3,3,CBlock,5,3,3,1,0.0,1,416.0,4,1,FuseA,3,3,0,0,Basment,1,1.0,3,2,0,0,0,NA,WD ,100000,11.512925464970229,1620.0,1.0,7.0,C,1,Split,0,RL
3,81.0,14267,3,1Fam,6,6,1958,1958.0,Wd Sdng,Wd Sdng,108.0,3,3,CBlock,3,3,1,5,923.0,1,406.0,3,1,SBrkr,3,4,0,0,Attchd,1,1.0,3,2,393,36,0,NA,WD ,172000,12.05524975579559,2658.0,1.5,7.5,C,1,1Story,0,RL
2140,75.0,9675,3,1Fam,5,6,1975,1975.0,HdBoard,HdBoard,0.0,3,3,CBlock,3,3,1,4,330.0,3,102.0,3,1,SBrkr,3,3,0,0,Attchd,1,2.0,3,2,0,80,0,NA,Con,120000,11.695247021764184,1743.0,1.0,6.0,B,1,1Story,0,RL
553,60.0,8400,3,1Fam,4,4,1950,1950.0,Wd Sdng,AsbShng,0.0,2,2,CBlock,3,2,1,1,0.0,1,721.0,4,1,SBrkr,2,3,0,0,CarPort,1,1.0,3,0,250,0,0,NA,WD ,82000,11.314474526246391,1562.0,1.0,5.0,B,1,1Story,0,RH
2594,50.0,7500,3,1Fam,6,6,1947,1953.0,VinylSd,VinylSd,0.0,3,3,CBlock,3,3,1,1,0.0,1,784.0,5,1,FuseA,3,3,0,0,Detchd,1,2.0,3,2,0,28,0,NA,WD ,127000,11.751942365440728,2096.0,1.5,7.5,C,1,1.5Story,0,RL
1314,60.0,9600,3,1Fam,6,5,1917,1950.0,AsbShng,AsbShng,0.0,3,3,BrkTil,4,3,1,3,319.0,1,416.0,2,0,SBrkr,3,3,0,4,Detchd,1,2.0,2,1,0,0,0,NA,WD ,129500,11.771436160121729,2793.0,1.5,9.5,C,0,2.5Story,0,RH
366,55.228571428571435,5814,3,TwnhsE,8,5,1984,1984.0,HdBoard,HdBoard,0.0,4,3,CBlock,4,3,3,6,1036.0,1,184.0,4,1,SBrkr,1,4,0,5,Attchd,2,2.0,3,2,63,0,0,NA,COD,187500,12.141534124392603,2580.0,2.0,6.0,A,1,1Story,1,RL
1462,55.228571428571435,14860,3,1Fam,8,5,2002,2003.0,VinylSd,VinylSd,240.0,4,3,PConc,5,3,4,6,1538.0,1,240.0,5,1,SBrkr,3,4,0,4,Attchd,2,3.0,3,2,182,35,0,NA,WD ,300000,12.611537753638338,3564.0,3.0,9.0,B,1,1Story,0,RL
2541,55.228571428571435,14803,3,1Fam,6,5,1971,1971.0,HdBoard,HdBoard,252.0,3,3,CBlock,3,3,1,3,416.0,1,409.0,4,1,SBrkr,4,3,0,4,Attchd,2,2.0,3,2,0,66,0,GdWo,WD ,190000,12.154779351142624,2818.0,2.5,10.5,B,1,2Story,0,RL
2088,50.0,7550,3,1Fam,4,5,1920,1920.0,MetalSd,MetalSd,0.0,2,2,BrkTil,3,2,1,1,0.0,1,951.0,2,0,SBrkr,4,3,0,0,Detchd,1,1.0,2,1,0,0,0,MnPrv,WD ,96000,11.472103470449973,2313.0,2.0,9.0,C,1,1.5Story,0,RL
527,65.0,8125,3,1Fam,7,5,2006,2007.0,CemntBd,CmentBd,100.0,4,3,PConc,4,3,1,6,812.0,1,280.0,5,1,SBrkr,2,4,0,0,Attchd,3,2.0,3,2,0,168,0,NA,WD ,241000,12.392552212472792,2642.0,3.0,10.0,B,1,2Story,0,FV
1824,40.0,13673,3,1Fam,5,5,1962,1962.0,HdBoard,HdBoard,0.0,3,4,CBlock,3,3,1,1,0.0,1,1140.0,3,1,SBrkr,3,3,2,3,Attchd,2,1.0,3,2,0,30,0,NA,WD ,143900,11.876873892875459,2836.0,1.5,9.5,C,1,1Story,0,RL
2918,21.0,1533,3,Twnhs,4,5,1970,1970.0,CemntBd,CmentBd,0.0,3,3,CBlock,3,3,1,3,408.0,1,138.0,3,1,SBrkr,3,3,0,0,CarPort,1,1.0,3,2,0,0,0,NA,WD ,87550,11.379965337713998,1638.0,1.5,6.5,D,1,2Story,1,RH
49,61.0,7658,3,TwnhsE,9,5,2005,2005.0,MetalSd,MetalSd,412.0,5,3,PConc,5,3,1,6,456.0,1,1296.0,5,1,SBrkr,2,5,0,4,Attchd,2,2.0,3,2,196,82,0,NA,WD ,319900,12.675763725937609,3504.0,3.0,9.0,A,1,1Story,1,RL
2332,63.0,12292,1,1Fam,9,5,2006,2006.0,VinylSd,VinylSd,184.0,4,3,PConc,5,4,4,6,205.0,1,889.0,5,1,SBrkr,4,4,0,4,BuiltIn,3,3.0,3,2,246,39,0,NA,New,356383,12.783761274226782,3567.0,2.5,13.5,A,1,2Story,0,RL
826,122.0,11923,3,1Fam,9,5,2007,2007.0,VinylSd,VinylSd,0.0,4,3,PConc,5,3,1,1,0.0,1,1800.0,5,1,SBrkr,2,5,0,0,Attchd,3,2.0,3,2,288,136,0,NA,WD ,239000,12.384218830913648,3600.0,2.0,9.0,B,1,1Story,0,RL
1108,91.0,10010,3,1Fam,7,5,1993,1994.0,VinylSd,VinylSd,320.0,4,3,PConc,4,3,3,4,228.0,6,0.0,5,1,SBrkr,4,4,0,4,Attchd,3,3.0,3,2,385,99,0,NA,WD ,287500,12.568978139219542,3277.0,3.5,12.5,A,0,2Story,0,RL
2041,66.95277989337396,12358,3,1Fam,5,6,1941,1991.0,MetalSd,MetalSd,0.0,3,3,CBlock,3,3,1,3,360.0,1,360.0,3,1,SBrkr,2,3,0,0,Detchd,1,2.0,3,2,237,0,0,NA,WD ,128500,11.763684183317412,1574.0,1.5,8.5,C,1,1.5Story,0,RH
57,63.0,8577,3,1Fam,7,5,2004,2004.0,VinylSd,VinylSd,0.0,4,3,PConc,4,3,1,1,0.0,1,847.0,5,1,SBrkr,3,4,0,4,BuiltIn,3,2.0,3,2,144,48,0,NA,WD ,185088,12.128586666638327,2580.0,2.5,9.5,B,1,2Story,0,RL
520,72.0,8640,3,1Fam,7,5,2008,2008.0,VinylSd,VinylSd,0.0,4,3,PConc,4,3,1,1,0.0,1,1402.0,5,1,SBrkr,3,4,0,0,Attchd,2,2.0,3,2,205,126,0,NA,WD ,229800,12.344964644396793,2804.0,2.0,9.0,B,1,1Story,0,FV
2305,62.0,10447,3,1Fam,5,6,1984,1984.0,Plywood,HdBoard,0.0,3,3,CBlock,3,3,1,5,516.0,1,348.0,3,1,SBrkr,3,3,0,0,Attchd,2,1.0,3,2,140,0,0,NA,WD ,124500,11.732060994886899,1751.0,1.5,6.5,C,1,1Story,0,RL
2533,80.0,9600,3,1Fam,5,5,1968,1968.0,MetalSd,MetalSd,0.0,3,3,CBlock,3,3,1,5,758.0,1,293.0,4,1,SBrkr,3,3,0,0,Attchd,2,2.0,3,2,0,0,0,NA,WD ,142000,11.863582336583399,2102.0,2.0,8.0,C,1,1Story,0,RL
2852,69.0,4899,1,1Fam,6,8,1920,1920.0,MetalSd,MetalSd,0.0,3,3,PConc,3,3,1,4,305.0,1,450.0,5,1,SBrkr,3,3,0,0,Detchd,1,1.0,3,2,0,0,0,NA,WD ,149000,11.911701584927597,2265.0,1.0,7.0,C,1,2Story,0,RL
1198,87.0,9246,3,Duplex,5,5,1973,1973.0,Plywood,Plywood,564.0,3,3,CBlock,3,3,1,1,0.0,1,1656.0,3,1,SBrkr,4,3,0,0,Detchd,1,2.0,3,2,0,211,0,NA,WD ,135000,11.813030057420567,3312.0,2.0,10.0,B,1,1Story,0,RL
1681,66.95277989337396,4928,3,TwnhsE,6,5,1976,1976.0,Plywood,Plywood,0.0,3,3,CBlock,4,3,1,5,120.0,1,958.0,3,1,SBrkr,2,3,0,3,Attchd,2,2.0,3,2,0,205,0,NA,WD ,128000,11.759785542901755,2036.0,2.0,7.0,C,1,1Story,1,RL
1773,66.95277989337396,12692,3,1Fam,8,5,1992,1993.0,BrkFace,BrkFace,0.0,4,3,PConc,4,3,1,6,1231.0,1,1969.0,5,1,SBrkr,4,4,0,4,Attchd,2,2.0,3,2,264,75,0,NA,WD ,430000,12.971540487669746,6428.0,4.0,14.0,A,1,1Story,0,RL
1825,84.0,7476,3,1Fam,5,7,1968,1968.0,HdBoard,HdBoard,0.0,3,3,CBlock,3,3,1,3,812.0,1,228.0,3,1,SBrkr,3,3,0,0,Detchd,3,2.0,3,2,188,0,0,NA,WD ,145000,11.884489021402711,2080.0,2.5,7.5,C,1,1Story,0,RL
2208,53.0,5362,3,1Fam,5,6,1910,2003.0,Wd Sdng,Wd Shng,0.0,3,3,PConc,3,3,1,1,0.0,1,661.0,5,1,SBrkr,3,3,0,4,Detchd,1,2.0,3,2,242,0,0,NA,WD ,139000,11.842229212112828,1911.0,2.0,10.0,B,1,1.5Story,0,RL
1646,78.0,12090,3,1Fam,6,7,1984,2003.0,VinylSd,VinylSd,74.0,3,3,CBlock,4,3,1,1,0.0,1,585.0,5,1,SBrkr,3,3,0,3,BuiltIn,3,2.0,3,2,268,112,147,NA,WD ,178000,12.089538829274222,2453.0,3.5,10.5,B,1,Split,0,RL
1060,96.0,12539,3,1Fam,10,5,2005,2006.0,CemntBd,CmentBd,468.0,5,3,PConc,5,3,4,6,1082.0,1,538.0,5,1,SBrkr,4,5,0,5,BuiltIn,3,4.0,3,2,30,200,192,NA,WD ,460000,13.038981768465277,4410.0,3.5,13.5,A,1,2Story,0,RL
748,66.95277989337396,11888,2,1Fam,6,6,1916,1994.0,Wd Sdng,Wd Shng,0.0,3,3,BrkTil,3,3,1,1,0.0,1,844.0,4,0,FuseA,5,4,0,0,Detchd,1,2.0,3,2,0,60,0,NA,WD ,214500,12.27606501735021,2978.0,2.0,12.0,C,0,2.5Story,0,RL
2846,66.95277989337396,7082,3,2fmCon,5,8,1916,1995.0,VinylSd,VinylSd,0.0,3,3,PConc,3,3,2,1,0.0,1,686.0,4,1,SBrkr,5,3,0,0,NA,0,0.0,0,0,0,0,0,NA,WD ,160000,11.982929094215963,2614.0,2.0,12.0,C,1,2Story,0,RH
493,60.836734693877546,8755,3,1Fam,7,5,1999,1999.0,VinylSd,VinylSd,298.0,4,3,PConc,4,3,1,5,772.0,1,220.0,5,1,SBrkr,3,4,0,3,BuiltIn,2,2.0,3,2,0,0,0,GdPrv,WD ,214000,12.273731294003989,3052.0,3.5,11.5,B,1,2Story,0,RL
694,68.0,4080,3,1Fam,6,8,1935,1998.0,Wd Sdng,Wd Sdng,0.0,3,3,PConc,3,3,1,1,0.0,1,901.0,4,1,SBrkr,3,4,0,0,Detchd,1,1.0,2,1,54,0,0,NA,WD ,128900,11.766792188927278,2279.0,1.0,7.0,C,1,1.5Story,0,RH
2283,66.95277989337396,32463,0,2fmCon,4,4,1961,1975.0,MetalSd,MetalSd,149.0,3,4,CBlock,3,3,3,4,1159.0,1,90.0,5,1,SBrkr,3,3,0,3,2Types,3,4.0,3,2,439,0,0,NA,WD ,168000,12.031719258385396,2871.0,2.0,9.0,C,1,1Story,0,RL
1800,112.0,12217,3,1Fam,8,5,2007,2007.0,WdShing,Wd Shng,0.0,4,3,PConc,5,3,3,6,745.0,1,210.0,5,1,SBrkr,3,5,0,4,Attchd,3,3.0,3,2,168,127,0,NA,New,310013,12.644369511065932,2835.0,3.5,11.5,B,1,2Story,0,FV
1632,66.95277989337396,3696,3,TwnhsE,8,5,1986,1986.0,HdBoard,HdBoard,0.0,4,3,CBlock,4,3,1,1,0.0,1,1074.0,5,1,SBrkr,2,4,0,0,Attchd,2,2.0,3,2,0,74,0,NA,WD ,170000,12.043553716032399,2162.0,1.5,6.5,A,1,1Story,1,RL
2624,70.0,7560,3,1Fam,5,5,1959,1959.0,BrkFace,Wd Sdng,0.0,3,3,CBlock,3,3,1,2,369.0,1,671.0,3,1,FuseA,3,3,0,0,Attchd,2,1.0,3,2,140,0,0,GdWo,WD ,133700,11.803353763090035,2080.0,1.0,7.0,C,1,1Story,0,RL
2197,55.0,10592,3,1Fam,6,7,1923,1996.0,Wd Sdng,Wd Sdng,0.0,3,4,PConc,3,2,1,1,0.0,1,602.0,3,1,SBrkr,3,4,0,3,Detchd,1,1.0,3,2,96,0,53,NA,WD ,165000,12.013700752882718,2104.0,1.5,8.5,B,1,2Story,0,RL
1045,21.0,1680,3,TwnhsE,6,3,1971,1971.0,HdBoard,HdBoard,604.0,3,3,CBlock,3,3,1,5,358.0,1,125.0,3,1,SBrkr,2,3,0,0,Detchd,1,1.0,3,2,0,0,0,NA,WD ,89500,11.401993904262946,1470.0,1.5,6.5,D,1,2Story,1,RH
